FIPS,State,County,Education_Percent
42021,PA,Cambria County,22.99199211
42023,PA,Cameron County,11.25107358
42025,PA,Carbon County,18.34253227
42027,PA,Centre County,46.49672385
42029,PA,Chester County,56.58162387
42031,PA,Clarion County,23.28707719
42033,PA,Clearfield County,20.05706328
42035,PA,Clinton County,21.29003879
42037,PA,Columbia County,24.87795976
42039,PA,Crawford County,21.22407344
42041,PA,Cumberland County,39.56294191
42043,PA,Dauphin County,34.28962365
42045,PA,Delaware County,41.59693707
42047,PA,Elk County,19.94462269
42049,PA,Erie County,29.62708701
42051,PA,Fayette County,18.93037961
42053,PA,Forest County,12.10490921
42055,PA,Franklin County,23.95240465
42057,PA,Fulton County,17.12135466
42059,PA,Greene County,21.10211337
42061,PA,Huntingdon County,18.18981496
42063,PA,Indiana County,26.91855769
42065,PA,Jefferson County,17.49110998
42067,PA,Juniata County,14.99847886
42069,PA,Lackawanna County,30.13579947
42071,PA,Lancaster County,30.97516012
42073,PA,Lawrence County,22.77950235
42075,PA,Lebanon County,23.95216228
42077,PA,Lehigh County,33.37835058
42079,PA,Luzerne County,24.98502897
42081,PA,Lycoming County,24.79902984
42083,PA,McKean County,20.34757675
42085,PA,Mercer County,25.07590868
42087,PA,Mifflin County,13.24216454
42089,PA,Monroe County,27.87970904
42091,PA,Montgomery County,52.2526243
42093,PA,Montour County,36.62970506
42095,PA,Northampton County,33.76766098
42097,PA,Northumberland County,19.1732313
42099,PA,Perry County,18.60353033
42101,PA,Philadelphia County,34.63927807
42103,PA,Pike County,28.87071823
42105,PA,Potter County,17.0762392
42107,PA,Schuylkill County,19.12055431
42109,PA,Snyder County,21.42241218
42111,PA,Somerset County,17.28500692
42113,PA,Sullivan County,19.74979491
42115,PA,Susquehanna County,19.76715729
42117,PA,Tioga County,21.47514262
42119,PA,Union County,26.4247994
42121,PA,Venango County,19.65274418
42123,PA,Warren County,19.46890088
42125,PA,Washington County,32.78518148
42127,PA,Wayne County,21.58681876
42129,PA,Westmoreland County,31.84378335
42131,PA,Wyoming County,21.50148873
42133,PA,York County,27.21075977
44000,RI,Rhode Island,37.30394524
44001,RI,Bristol County,51.75320297
44003,RI,Kent County,34.29654155
44005,RI,Newport County,53.04806289
44007,RI,Providence County,32.20101195
44009,RI,Washington County,50.48081657
45000,SC,South Carolina,31.47064542
45001,SC,Abbeville County,19.32714617
45003,SC,Aiken County,31.05289532
45005,SC,Allendale County,13.3321403
45007,SC,Anderson County,26.41467155
45009,SC,Bamberg County,18.83312842
45011,SC,Barnwell County,12.8420599
45013,SC,Beaufort County,44.77623785
45015,SC,Berkeley County,29.94174417
45017,SC,Calhoun County,21.76581681
45019,SC,Charleston County,49.03468575
45021,SC,Cherokee County,18.40380715
45023,SC,Chester County,13.74306634
45025,SC,Chesterfield County,13.20087722
45027,SC,Clarendon County,17.66786014
45029,SC,Colleton County,16.66790133
45031,SC,Darlington County,19.69942571
45033,SC,Dillon County,11.68824164
45035,SC,Dorchester County,29.96749671
45037,SC,Edgefield County,21.44129472
45039,SC,Fairfield County,15.34002084
45041,SC,Florence County,23.64639452
45043,SC,Georgetown County,32.4916412
45045,SC,Greenville County,40.03225842
45047,SC,Greenwood County,25.5655866
45049,SC,Hampton County,11.7597935
45051,SC,Horry County,26.59600984
45053,SC,Jasper County,25.92791103
45055,SC,Kershaw County,22.82667241
45057,SC,Lancaster County,31.19451115
45059,SC,Laurens County,17.86779482
45061,SC,Lee County,12.78496087
45063,SC,Lexington County,33.10804973
45065,SC,McCormick County,23.07692308
45067,SC,Marion County,13.77755759
45069,SC,Marlboro County,8.729655464
45071,SC,Newberry County,23.48016437
45073,SC,Oconee County,28.51701935
45075,SC,Orangeburg County,19.36203356
45077,SC,Pickens County,27.31395515
45079,SC,Richland County,41.11678563
45081,SC,Saluda County,19.84996249
45083,SC,Spartanburg County,25.73732749
45085,SC,Sumter County,23.15845486
45087,SC,Union County,13.45717234
45089,SC,Williamsburg County,15.36869573
45091,SC,York County,38.11230159
46000,SD,South Dakota,31.10207888
46003,SD,Aurora County,18.67364747
46005,SD,Beadle County,26.38799225
46007,SD,Bennett County,20.25862069
46009,SD,Bon Homme County,20.06190753
46011,SD,Brookings County,43.966196
46013,SD,Brown County,33.16831683
46015,SD,Brule County,30.18080668
46017,SD,Buffalo County,6.986899563
46019,SD,Butte County,19.39410707
46021,SD,Campbell County,29.54747116
46023,SD,Charles Mix County,25.12297962
46025,SD,Clark County,16.22995698
46027,SD,Clay County,45.95324956
46029,SD,Codington County,20.87906452
46031,SD,Corson County,19.23979352
46033,SD,Custer County,32.14485459
46035,SD,Davison County,24.95730304
46037,SD,Day County,21.32542548
46039,SD,Deuel County,24.14144849
46041,SD,Dewey County,17.28704366
46043,SD,Douglas County,22.92860865
46045,SD,Edmunds County,29.51680672
46047,SD,Fall River County,22.20825853
46049,SD,Faulk County,18.26989619
46051,SD,Grant County,25.54368562
46053,SD,Gregory County,20.94790159
46055,SD,Haakon County,19.5458232
46057,SD,Hamlin County,24.44505344
46059,SD,Hand County,26.21686747
46061,SD,Hanson County,21.54897494
46063,SD,Harding County,30.35495716
46065,SD,Hughes County,35.9443631
46067,SD,Hutchinson County,25.66941816
46069,SD,Hyde County,21.11111111
46071,SD,Jackson County,11.39927624
46073,SD,Jerauld County,21.13997114
46075,SD,Jones County,25.34775889
46077,SD,Kingsbury County,22.2972973
46079,SD,Lake County,34.67082197
46081,SD,Lawrence County,34.08732246
46083,SD,Lincoln County,42.50419604
46085,SD,Lyman County,25.25817556
46087,SD,McCook County,28.65543972
46089,SD,McPherson County,22.43902439
46091,SD,Marshall County,22.44619064
46093,SD,Meade County,26.88376168
46095,SD,Mellette County,16.32983023
46097,SD,Miner County,16.13485852
46099,SD,Minnehaha County,34.56545339
46101,SD,Moody County,30.98094566
46102,SD,Oglala Lakota County,9.782454145
46103,SD,Pennington County,34.05527761
46105,SD,Perkins County,21.76553013
46107,SD,Potter County,26.62824207
46109,SD,Roberts County,18.27403482
46111,SD,Sanborn County,19.24290221
46115,SD,Spink County,27.1355669
46117,SD,Stanley County,25.35534159
46119,SD,Sully County,20.94288305
46121,SD,Todd County,16.55275523
46123,SD,Tripp County,19.91150442
46125,SD,Turner County,26.20793069
46127,SD,Union County,36.50861699
46129,SD,Walworth County,31.05360444
46135,SD,Yankton County,27.65202496
46137,SD,Ziebach County,14.06768414
47000,TN,Tennessee,30.39207097
47001,TN,Anderson County,26.34047657
47003,TN,Bedford County,16.90924532
47005,TN,Benton County,12.43608632
47007,TN,Bledsoe County,8.813646937
47009,TN,Blount County,26.78928629
47011,TN,Bradley County,24.63993204
47013,TN,Campbell County,13.2364754
47015,TN,Cannon County,16.92795999
47017,TN,Carroll County,18.85825561
47019,TN,Carter County,20.657277
47021,TN,Cheatham County,25.05571689
47023,TN,Chester County,19.15789474
47025,TN,Claiborne County,17.30353592
47027,TN,Clay County,11.99354607
47029,TN,Cocke County,11.6454645
47031,TN,Coffee County,22.93541292
47033,TN,Crockett County,15.71787359
47035,TN,Cumberland County,18.49535604
47037,TN,Davidson County,47.32054526
47039,TN,Decatur County,15.01616573
47041,TN,DeKalb County,19.96422675
47043,TN,Dickson County,21.35688166
47045,TN,Dyer County,21.64277443
47047,TN,Fayette County,26.89819012
47049,TN,Fentress County,15.27057621
47051,TN,Franklin County,23.05074567
47053,TN,Gibson County,19.08039967
47055,TN,Giles County,19.2372093
47057,TN,Grainger County,14.92936888
47059,TN,Greene County,17.67961184
47061,TN,Grundy County,12.39110382
47063,TN,Hamblen County,20.05775913
47065,TN,Hamilton County,36.96496864
47067,TN,Hancock County,8.576755749
47069,TN,Hardeman County,11.2987579
47071,TN,Hardin County,14.75124251
47073,TN,Hawkins County,16.78529063
47075,TN,Haywood County,13.10550496
47077,TN,Henderson County,14.35559446
47079,TN,Henry County,18.579725
47081,TN,Hickman County,13.57237863
47083,TN,Houston County,13.68349482
47085,TN,Humphreys County,16.41923333
47087,TN,Jackson County,13.47748151
47089,TN,Jefferson County,21.03064067
47091,TN,Johnson County,15.68826645
47093,TN,Knox County,40.16151728
47095,TN,Lake County,9.382908312
47097,TN,Lauderdale County,10.91970975
47099,TN,Lawrence County,15.49920551
47101,TN,Lewis County,10.93036212
47103,TN,Lincoln County,19.27701154
47105,TN,Loudon County,28.55392446
47107,TN,McMinn County,17.50209074
47109,TN,McNairy County,11.80745274
47111,TN,Macon County,11.80624453
47113,TN,Madison County,25.95032641
47115,TN,Marion County,16.47194024
47117,TN,Marshall County,20.99144731
47119,TN,Maury County,26.47111135
47121,TN,Meigs County,11.95286195
47123,TN,Monroe County,15.80105634
47125,TN,Montgomery County,31.72030563
47127,TN,Moore County,24.66442953
47129,TN,Morgan County,13.70744578
47131,TN,Obion County,18.05975003
47133,TN,Overton County,13.48765432
47135,TN,Perry County,12.69733492
47137,TN,Pickett County,17.1661409
47139,TN,Polk County,14.67065868
47141,TN,Putnam County,29.19391228
47143,TN,Rhea County,17.38492731
47145,TN,Roane County,22.04030227
47147,TN,Robertson County,21.08624315
47149,TN,Rutherford County,34.38854656
47151,TN,Scott County,10.19028045
47153,TN,Sequatchie County,18.89141223
47155,TN,Sevier County,21.43883878
47157,TN,Shelby County,34.19779025
47159,TN,Smith County,17.94781382
47161,TN,Stewart County,16.23258631
47163,TN,Sullivan County,26.61755668
47165,TN,Sumner County,32.62558708
47167,TN,Tipton County,18.47531914
47169,TN,Trousdale County,10.12956419
47171,TN,Unicoi County,20.01367158
47173,TN,Union County,14.54126197
47175,TN,Van Buren County,13.98509426
47177,TN,Warren County,15.11876028
47179,TN,Washington County,33.52444794
47181,TN,Wayne County,12.53346313
47183,TN,Weakley County,21.61253669
47185,TN,White County,14.17595661
47187,TN,Williamson County,61.8356998
47189,TN,Wilson County,37.22140375
48000,TX,Texas,33.07640867
48001,TX,Anderson County,14.53687513
48003,TX,Andrews County,19.94774304
48005,TX,Angelina County,18.0127608
48007,TX,Aransas County,27.62767453
48009,TX,Archer County,25.1756249
48011,TX,Armstrong County,21.41194725
48013,TX,Atascosa County,15.26655897
48015,TX,Austin County,23.420249
48017,TX,Bailey County,16.73965937
48019,TX,Bandera County,25.48350398
48021,TX,Bastrop County,23.34559373
48023,TX,Baylor County,28.37022133
48025,TX,Bee County,11.44917423
48027,TX,Bell County,27.17803111
48029,TX,Bexar County,31.53964555
48031,TX,Blanco County,34.3385214
48033,TX,Borden County,35.34675615
48035,TX,Bosque County,20.72789521
48037,TX,Bowie County,22.07138621
48039,TX,Brazoria County,32.09135189
48041,TX,Brazos County,42.53721304
48043,TX,Brewster County,45.27064732
48045,TX,Briscoe County,19.02286902
48047,TX,Brooks County,14.4407831
48049,TX,Brown County,19.93702912
48051,TX,Burleson County,23.10326459
48053,TX,Burnet County,28.6951799
48055,TX,Caldwell County,16.42558051
48057,TX,Calhoun County,16.89635372
48059,TX,Callahan County,23.87800898
48061,TX,Cameron County,20.55811391
48063,TX,Camp County,19.69498392
48065,TX,Carson County,25.87027298
48067,TX,Cass County,17.5978207
48069,TX,Castro County,20.99843295
48071,TX,Chambers County,22.9665836
48073,TX,Cherokee County,18.45805389
48075,TX,Childress County,11.47840195
48077,TX,Clay County,23.85297185
48079,TX,Cochran County,10.72077529
48081,TX,Coke County,21.09343125
48083,TX,Coleman County,17.92535483
48085,TX,Collin County,54.913394
48087,TX,Collingsworth County,26.04651163
48089,TX,Colorado County,23.99971873
48091,TX,Comal County,42.21406837
48093,TX,Comanche County,19.97509598
48095,TX,Concho County,13.15990819
48097,TX,Cooke County,23.59448928
48099,TX,Coryell County,18.65554097
48101,TX,Cottle County,21.79487179
48103,TX,Crane County,14.34482759
48105,TX,Crockett County,11.00045269
48107,TX,Crosby County,14.13406127
48109,TX,Culberson County,16.30367144
48111,TX,Dallam County,15.7188353
48113,TX,Dallas County,34.84724559
48115,TX,Dawson County,14.4705736
48117,TX,Deaf Smith County,11.82096759
48119,TX,Delta County,19.53624733
48121,TX,Denton County,48.39235703
48123,TX,DeWitt County,15.7483731
48125,TX,Dickens County,19.11148365
48127,TX,Dimmit County,11.04448743
48129,TX,Donley County,16.14654003
48131,TX,Duval County,6.97034546
48133,TX,Eastland County,22.21401002
48135,TX,Ector County,16.6474625
48137,TX,Edwards County,25.92190889
48139,TX,Ellis County,28.60132225
48141,TX,El Paso County,25.3611906
48143,TX,Erath County,32.49512671
48145,TX,Falls County,14.95434729
48147,TX,Fannin County,20.16627997
48149,TX,Fayette County,27.15702479
48151,TX,Fisher County,18.22515585
48153,TX,Floyd County,16.71316964
48155,TX,Foard County,14.47562777
48157,TX,Fort Bend County,49.29183763
48159,TX,Franklin County,29.31196984
48161,TX,Freestone County,15.88724717
48163,TX,Frio County,11.39195758
48165,TX,Gaines County,8.054943191
48167,TX,Galveston County,34.25825866
48169,TX,Garza County,10.6189968
48171,TX,Gillespie County,35.33549784
48173,TX,Glasscock County,39.87179487
48175,TX,Goliad County,18.98076923
48177,TX,Gonzales County,12.64226392
48179,TX,Gray County,15.39952617
48181,TX,Grayson County,23.73325999
48183,TX,Gregg County,22.35810677
48185,TX,Grimes County,19.46084969
48187,TX,Guadalupe County,30.9227787
48189,TX,Hale County,15.63188464
48191,TX,Hall County,17.81888997
48193,TX,Hamilton County,24.27715997
48195,TX,Hansford County,30.39975209
48197,TX,Hardeman County,15.02611491
48199,TX,Hardin County,20.76622806
48201,TX,Harris County,33.74654912
48203,TX,Harrison County,22.50190197
48205,TX,Hartley County,23.075
48207,TX,Haskell County,22.49808037
48209,TX,Hays County,41.8774423
48211,TX,Hemphill County,24.44545043
48213,TX,Henderson County,20.21211917
48215,TX,Hidalgo County,20.32666694
48217,TX,Hill County,18.45240467
48219,TX,Hockley County,18.31325301
48221,TX,Hood County,32.40689153
48223,TX,Hopkins County,20.0285499
48225,TX,Houston County,15.52379784
48227,TX,Howard County,15.34068444
48229,TX,Hudspeth County,12.3857404
48231,TX,Hunt County,21.89311476
48233,TX,Hutchinson County,15.95403328
48235,TX,Irion County,22.1180881
48237,TX,Jack County,15.56274476
48239,TX,Jackson County,15.8553142
48241,TX,Jasper County,12.55325691
48243,TX,Jeff Davis County,30.43478261
48245,TX,Jefferson County,19.44985308
48247,TX,Jim Hogg County,18.95261845
48249,TX,Jim Wells County,15.17727052
48251,TX,Johnson County,23.54165486
48253,TX,Jones County,11.22235
48255,TX,Karnes County,16.015625
48257,TX,Kaufman County,25.2972109
48259,TX,Kendall County,49.11984271
48261,TX,Kenedy County,10.63829787
48263,TX,Kent County,26.90265487
48265,TX,Kerr County,31.21320706
48267,TX,Kimble County,25.64712883
48269,TX,King County,36.36363636
48271,TX,Kinney County,19.52175617
48273,TX,Kleberg County,23.72529815
48275,TX,Knox County,15.59792028
48277,TX,Lamar County,20.58301057
48279,TX,Lamb County,14.25040168
48281,TX,Lampasas County,21.63988778
48283,TX,La Salle County,8.096085409
48285,TX,Lavaca County,20.90181205
48287,TX,Lee County,18.70041257
48289,TX,Leon County,17.05364996
48291,TX,Liberty County,11.23758859
48293,TX,Limestone County,19.12691269
48295,TX,Lipscomb County,25.40453074
48297,TX,Live Oak County,13.84116304
48299,TX,Llano County,33.05870237
48301,TX,Loving County,0.0
48303,TX,Lubbock County,33.32450514
48305,TX,Lynn County,24.29881338
48307,TX,McCulloch County,19.60200855
48309,TX,McLennan County,27.77164427
48311,TX,McMullen County,14.97175141
48313,TX,Madison County,14.53272051
48315,TX,Marion County,15.99492672
48317,TX,Martin County,17.78816199
48319,TX,Mason County,40.12944984
48321,TX,Matagorda County,22.76956305
48323,TX,Maverick County,15.32717567
48325,TX,Medina County,22.15802317
48327,TX,Menard County,22.90233838
48329,TX,Midland County,30.94332958
48331,TX,Milam County,19.51681396
48333,TX,Mills County,28.08695652
48335,TX,Mitchell County,13.91947412
48337,TX,Montague County,17.84057068
48339,TX,Montgomery County,37.89510465
48341,TX,Moore County,12.04559949
48343,TX,Morris County,15.53775188
48345,TX,Motley County,22.03567681
48347,TX,Nacogdoches County,26.50526149
48349,TX,Navarro County,17.07195594
48351,TX,Newton County,6.23017671
48353,TX,Nolan County,13.72078464
48355,TX,Nueces County,23.68495354
48357,TX,Ochiltree County,19.01408451
48359,TX,Oldham County,25.2606255
48361,TX,Orange County,17.79387088
48363,TX,Palo Pinto County,18.67651492
48365,TX,Panola County,17.87470878
48367,TX,Parker County,31.58184807
48369,TX,Parmer County,16.69367909
48371,TX,Pecos County,13.4175217
48373,TX,Polk County,13.40729849
48375,TX,Potter County,17.33556597
48377,TX,Presidio County,20.19717559
48379,TX,Rains County,25.15943878
48381,TX,Randall County,32.05227798
48383,TX,Reagan County,17.04863052
48385,TX,Real County,19.14565106
48387,TX,Red River County,15.6374269
48389,TX,Reeves County,6.871414914
48391,TX,Refugio County,13.80263718
48393,TX,Roberts County,22.03065134
48395,TX,Robertson County,19.13058479
48397,TX,Rockwall County,43.9721975
48399,TX,Runnels County,19.06501096
48401,TX,Rusk County,17.86029574
48403,TX,Sabine County,17.82855667
48405,TX,San Augustine County,11.51850571
48407,TX,San Jacinto County,15.82162492
48409,TX,San Patricio County,17.24122788
48411,TX,San Saba County,21.66828794
48413,TX,Schleicher County,24.204947
48415,TX,Scurry County,17.88304416
48417,TX,Shackelford County,34.60490463
48419,TX,Shelby County,13.73284189
48421,TX,Sherman County,25.62972292
48423,TX,Smith County,27.74101779
48425,TX,Somervell County,24.97420021
48427,TX,Starr County,13.29701757
48429,TX,Stephens County,18.20330969
48431,TX,Sterling County,24.52350699
48433,TX,Stonewall County,14.10891089
48435,TX,Sutton County,15.47785548
48437,TX,Swisher County,20.13842376
48439,TX,Tarrant County,34.54800144
48441,TX,Taylor County,29.00993452
48443,TX,Terrell County,32.34042553
48445,TX,Terry County,10.96520915
48447,TX,Throckmorton County,24.97801231
48449,TX,Titus County,15.40151206
48451,TX,Tom Green County,25.11717004
48453,TX,Travis County,55.51476844
48455,TX,Trinity County,15.89449768
48457,TX,Tyler County,11.97592504
48459,TX,Upshur County,17.48857013
48461,TX,Upton County,8.808988764
48463,TX,Uvalde County,20.16378643
48465,TX,Val Verde County,21.33222947
48467,TX,Van Zandt County,18.19973256
48469,TX,Victoria County,19.68702087
48471,TX,Walker County,21.43211573
48473,TX,Waller County,26.57326328
48475,TX,Ward County,10.68670131
48477,TX,Washington County,31.00223623
48479,TX,Webb County,20.94155631
48481,TX,Wharton County,19.22546958
48483,TX,Wheeler County,19.51364176
48485,TX,Wichita County,24.83562819
48487,TX,Wilbarger County,17.41143783
48489,TX,Willacy County,12.18191662
48491,TX,Williamson County,47.40231583
48493,TX,Wilson County,26.27216926
48495,TX,Winkler County,10.00638706
48497,TX,Wise County,20.63897111
48499,TX,Wood County,22.26073047
48501,TX,Yoakum County,14.2
48503,TX,Young County,23.58232932
48505,TX,Zapata County,13.28046324
48507,TX,Zavala County,9.551349457
49000,UT,Utah,36.9208181
49001,UT,Beaver County,22.73655548
49003,UT,Box Elder County,26.71238605
49005,UT,Cache County,40.42448034
49007,UT,Carbon County,18.41338612
49009,UT,Daggett County,11.5913556
49011,UT,Davis County,38.68939608
49013,UT,Duchesne County,17.00142869
49015,UT,Emery County,17.16616978
49017,UT,Garfield County,32.01730665
49019,UT,Grand County,34.73027842
49021,UT,Iron County,30.3062333
49023,UT,Juab County,20.22889843
49025,UT,Kane County,32.13913043
49027,UT,Millard County,23.05178482
49029,UT,Morgan County,38.84459365
49031,UT,Piute County,19.01893287
49033,UT,Rich County,24.46941323
49035,UT,Salt Lake County,38.63020561
49037,UT,San Juan County,20.23782814
49039,UT,Sanpete County,23.17925592
49041,UT,Sevier County,23.059642
49043,UT,Summit County,58.06974578
49045,UT,Tooele County,23.20170805
49047,UT,Uintah County,16.83437962
49049,UT,Utah County,43.83636656
49051,UT,Wasatch County,47.71955252
49053,UT,Washington County,33.28757502
49055,UT,Wayne County,25.19337017
49057,UT,Weber County,28.04944026
50000,VT,Vermont,42.62866202
50001,VT,Addison County,43.47229632
50003,VT,Bennington County,41.159657
50005,VT,Caledonia County,31.94657522
50007,VT,Chittenden County,55.79822324
50009,VT,Essex County,21.17750439
50011,VT,Franklin County,28.80141109
50013,VT,Grand Isle County,43.17700987
50015,VT,Lamoille County,43.84059909
50017,VT,Orange County,36.52008514
50019,VT,Orleans County,28.56364537
50021,VT,Rutland County,33.53452867
50023,VT,Washington County,47.00537439
50025,VT,Windham County,42.35448962
50027,VT,Windsor County,41.91159717
51000,VA,Virginia,41.47785293
51001,VA,Accomack County,21.79476663
51003,VA,Albemarle County,60.60038486
51005,VA,Alleghany County,15.56074347
51007,VA,Amelia County,16.78321678
51009,VA,Amherst County,22.97605728
51011,VA,Appomattox County,20.50554552
51013,VA,Arlington County,77.10922662
51015,VA,Augusta County,23.28240958
51017,VA,Bath County,15.55346504
51019,VA,Bedford County,33.64661334
51021,VA,Bland County,15.44440016
51023,VA,Botetourt County,27.51998091
51025,VA,Brunswick County,15.61616498
51027,VA,Buchanan County,10.84591547
51029,VA,Buckingham County,13.49118943
51031,VA,Campbell County,25.72105788
51033,VA,Caroline County,23.20765954
51035,VA,Carroll County,16.68029064
51036,VA,Charles City County,16.01064841
51037,VA,Charlotte County,18.7120743
51041,VA,Chesterfield County,42.66314718
51043,VA,Clarke County,37.28050428
51045,VA,Craig County,17.30994152
51047,VA,Culpeper County,26.40533778
51049,VA,Cumberland County,18.16934267
51051,VA,Dickenson County,10.72015466
51053,VA,Dinwiddie County,20.45980407
51057,VA,Essex County,17.51843706
51059,VA,Fairfax County,64.2669927
51061,VA,Fauquier County,39.67638432
51063,VA,Floyd County,23.03341902
51065,VA,Fluvanna County,35.59843674
51067,VA,Franklin County,24.32702143
51069,VA,Frederick County,30.30899006
51071,VA,Giles County,18.01927989
51073,VA,Gloucester County,25.85655709
51075,VA,Goochland County,46.9924812
51077,VA,Grayson County,13.94316921
51079,VA,Greene County,28.50171821
51081,VA,Greensville County,13.78182668
51083,VA,Halifax County,18.19293312
51085,VA,Hanover County,42.36427298
51087,VA,Henrico County,45.74147976
51089,VA,Henry County,15.67150072
51091,VA,Highland County,35.47257876
51093,VA,Isle of Wight County,29.94414198
51095,VA,James City County,50.18457089
51097,VA,King and Queen County,19.46360153
51099,VA,King George County,35.83148319
51101,VA,King William County,24.26239799
51103,VA,Lancaster County,37.39586899
51105,VA,Lee County,12.67164539
51107,VA,Loudoun County,64.0137464
51109,VA,Louisa County,27.65369963
51111,VA,Lunenburg County,11.19235096
51113,VA,Madison County,27.61135199
51115,VA,Mathews County,30.10555301
51117,VA,Mecklenburg County,21.17012412
51119,VA,Middlesex County,31.60804611
51121,VA,Montgomery County,48.39536498
51125,VA,Nelson County,33.70150862
51127,VA,New Kent County,35.47265077
51131,VA,Northampton County,32.54587408
51133,VA,Northumberland County,33.88455867
51135,VA,Nottoway County,16.77852349
51137,VA,Orange County,29.44913671
51139,VA,Page County,15.22189009
51141,VA,Patrick County,15.229906
51143,VA,Pittsylvania County,15.4139106
51145,VA,Powhatan County,34.22575977
51147,VA,Prince Edward County,24.20278638
51149,VA,Prince George County,23.98245805
51153,VA,Prince William County,44.47757374
51155,VA,Pulaski County,21.44007542
51157,VA,Rappahannock County,35.64007748
51159,VA,Richmond County,17.35513064
51161,VA,Roanoke County,37.38384154
51163,VA,Rockbridge County,31.45512293
51165,VA,Rockingham County,28.39889044
51167,VA,Russell County,14.10027328
51169,VA,Scott County,14.24857638
51171,VA,Shenandoah County,21.37037154
51173,VA,Smyth County,18.05824348
51175,VA,Southampton County,18.59398496
51177,VA,Spotsylvania County,33.7921328
51179,VA,Stafford County,43.30813566
51181,VA,Surry County,25.40134119
51183,VA,Sussex County,15.80860085
51185,VA,Tazewell County,16.39004149
51187,VA,Warren County,24.53414014
51191,VA,Washington County,26.52757449
51193,VA,Westmoreland County,19.7092654
51195,VA,Wise County,15.60733917
51197,VA,Wythe County,19.71926101
51199,VA,York County,50.02293387
51510,VA,Alexandria city,65.75447269
51520,VA,Bristol city,23.92015707
51530,VA,Buena Vista city,24.7311828
51540,VA,Charlottesville city,60.55131117
51550,VA,Chesapeake city,36.42057797
51570,VA,Colonial Heights city,29.49112426
51580,VA,Covington city,9.59979074
51590,VA,Danville city,18.30123491
51595,VA,Emporia city,15.15234697
51600,VA,Fairfax city,62.34982441
51610,VA,Falls Church city,79.72574911
51620,VA,Franklin city,26.43163923
51630,VA,Fredericksburg city,46.78909953
51640,VA,Galax city,18.28776333
51650,VA,Hampton city,27.47944764
51660,VA,Harrisonburg city,36.74367016
51670,VA,Hopewell city,12.4799143
51678,VA,Lexington city,57.30544448
51680,VA,Lynchburg city,38.53511766
51683,VA,Manassas city,33.24767454
51685,VA,Manassas Park city,25.47861872
51690,VA,Martinsville city,21.24814264
51700,VA,Newport News city,29.09590908
51710,VA,Norfolk city,32.663396
51720,VA,Norton city,16.64735419
51730,VA,Petersburg city,25.01199983
51735,VA,Poquoson city,40.06596156
51740,VA,Portsmouth city,23.19837258
51750,VA,Radford city,39.75121687
51760,VA,Richmond city,44.0716926
51770,VA,Roanoke city,28.89210717
51775,VA,Salem city,31.14421516
51790,VA,Staunton city,35.06993386
51800,VA,Suffolk city,32.42446239
51810,VA,Virginia Beach city,40.41547797
51820,VA,Waynesboro city,26.2691227
51830,VA,Williamsburg city,48.47966302
51840,VA,Winchester city,31.63963576
53000,WA,Washington,38.77051225
53001,WA,Adams County,15.42534416
53003,WA,Asotin County,24.32745684
53005,WA,Benton County,32.97526636
53007,WA,Chelan County,30.22025793
53009,WA,Clallam County,30.69086226
53011,WA,Clark County,32.96043439
53013,WA,Columbia County,27.21989022
53015,WA,Cowlitz County,17.0066806
53017,WA,Douglas County,21.86300055
53019,WA,Ferry County,18.31184884
53021,WA,Franklin County,20.41592874
53023,WA,Garfield County,26.76940639
53025,WA,Grant County,18.16451306
53027,WA,Grays Harbor County,17.62111391
53029,WA,Island County,35.73504594
53031,WA,Jefferson County,43.25989941
53033,WA,King County,55.929893
53035,WA,Kitsap County,36.52506822
53037,WA,Kittitas County,35.25413308
53039,WA,Klickitat County,31.19439821
53041,WA,Lewis County,20.15059939
53043,WA,Lincoln County,23.69562523
53045,WA,Mason County,22.00644625
53047,WA,Okanogan County,23.98432397
53049,WA,Pacific County,23.35634626
53051,WA,Pend Oreille County,20.28255286
53053,WA,Pierce County,30.14781679
53055,WA,San Juan County,53.40796185
53057,WA,Skagit County,29.13493625
53059,WA,Skamania County,28.15410669
53061,WA,Snohomish County,36.84268811
53063,WA,Spokane County,32.09995042
53065,WA,Stevens County,21.78019296
53067,WA,Thurston County,37.17542449
53069,WA,Wahkiakum County,22.27311766
53071,WA,Walla Walla County,30.08780488
53073,WA,Whatcom County,38.08601417
53075,WA,Whitman County,50.15806544
53077,WA,Yakima County,18.86505411
54000,WV,West Virginia,23.28557629
54001,WV,Barbour County,12.24567408
54003,WV,Berkeley County,24.34866076
54005,WV,Boone County,11.93464052
54007,WV,Braxton County,11.86109604
54009,WV,Brooke County,21.90192796
54011,WV,Cabell County,32.4483491
54013,WV,Calhoun County,10.10166559
54015,WV,Clay County,11.77440029
54017,WV,Doddridge County,12.69977659
54019,WV,Fayette County,16.09207267
54021,WV,Gilmer County,19.87275449
54023,WV,Grant County,17.94302627
54025,WV,Greenbrier County,22.0714197
54027,WV,Hampshire County,16.25270594
54029,WV,Hancock County,20.17165369
54031,WV,Hardy County,15.66186107
54033,WV,Harrison County,25.89274232
54035,WV,Jackson County,19.41737769
54037,WV,Jefferson County,33.72484039
54039,WV,Kanawha County,29.27442696
54041,WV,Lewis County,17.45952262
54043,WV,Lincoln County,8.393804075
54045,WV,Logan County,13.83985005
54047,WV,McDowell County,5.748537589
54049,WV,Marion County,25.8392728
54051,WV,Marshall County,19.07815631
